machine,task_num,link_num,recommend
1,37,151,TA
1,9,28,TA
2,21,49,GA
5,36,147,TA
4,5,4,TA
1,30,107,TA
5,20,81,TA
3,1,0,TA
5,1,0,TA
2,27,91,GA
3,8,12,TA
2,32,158,GA
2,18,52,GA
3,34,152,TA
3,19,59,TA
2,33,157,GA
3,36,130,GA
5,27,100,TA
3,35,138,TA
3,2,1,TA
4,3,3,TA
3,12,36,TA
4,30,104,TA
5,23,88,TA
1,27,87,TA
1,29,111,TA
4,24,74,TA
2,17,54,GA
4,40,148,TA
2,30,130,TA
3,29,104,TA
3,27,89,TA
1,19,44,TA
2,6,7,GA
5,31,130,TA
1,40,157,TA
3,23,92,GA
3,20,75,TA
3,24,83,GA
5,10,18,TA
5,24,109,TA
2,39,138,GA
1,21,61,TA
1,26,86,TA
2,15,53,GA
4,24,70,GA
3,35,108,GA
3,34,129,TA
5,20,77,TA
2,28,94,GA
2,20,92,GA
4,22,97,TA
3,22,94,TA
5,3,3,TA
4,24,80,TA
3,11,31,TA
3,15,54,TA
3,7,14,TA
4,1,0,TA
1,34,109,TA
4,6,7,TA
1,22,98,TA
1,31,80,TA
4,8,9,TA
2,6,2,GA
3,14,52,TA
2,14,25,GA
4,8,15,TA
2,22,76,GA
5,31,88,TA
2,12,26,TA
5,28,113,TA
3,7,8,TA
2,30,106,GA
4,21,75,TA
1,8,7,TA
2,33,137,GA
5,6,8,TA
5,39,126,GA
1,39,180,TA
5,17,38,TA
5,29,104,TA
4,20,63,TA
2,15,41,TA
3,15,37,TA
2,33,144,GA
2,2,0,TA
1,29,108,TA
3,4,4,TA
3,23,80,TA
3,8,11,TA
2,32,162,TA
2,35,135,TA
5,9,13,TA
3,2,1,TA
1,22,65,TA
3,8,14,GA
5,18,65,TA
5,25,96,TA
5,3,0,TA
4,17,63,TA
4,18,61,GA
2,33,115,GA
3,22,93,GA
5,30,104,TA
5,5,3,TA
4,26,114,TA
3,20,69,TA
3,39,160,TA
4,9,23,TA
2,9,19,GA
5,26,95,TA
3,21,76,TA
1,2,0,TA
1,22,64,TA
1,4,3,TA
5,31,102,TA
4,34,137,TA
5,19,64,TA
3,5,6,TA
1,25,77,TA
4,36,106,GA
5,17,64,TA
3,36,133,TA
1,20,78,TA
3,7,7,TA
1,18,45,TA
5,30,121,TA
1,35,146,TA
4,13,43,TA
1,19,74,TA
5,39,169,GA
3,23,66,GA
1,5,7,TA
1,12,29,TA
3,15,50,GA
2,37,113,GA
2,31,103,GA
5,18,68,TA
1,27,81,TA
2,15,41,TA
2,30,132,TA
4,7,15,TA
2,27,109,GA
4,39,145,GA
2,13,31,GA
5,21,60,TA
1,25,75,TA
3,4,4,TA
2,35,122,TA
1,23,60,TA
3,38,141,GA
3,36,136,TA
4,4,3,TA
3,1,0,TA
3,19,74,TA
4,14,55,TA
2,24,83,TA
4,16,49,GA
5,26,81,TA
2,19,69,TA
2,8,22,TA
2,5,5,TA
3,15,41,GA
3,14,33,TA
3,16,54,TA
4,10,21,TA
5,28,89,TA
5,32,123,TA
4,1,0,TA
2,11,23,TA
3,14,47,TA
2,3,2,TA
1,35,115,TA
3,40,177,TA
4,4,5,TA
4,26,108,GA
5,12,38,TA
1,40,178,TA
1,29,68,TA
5,25,79,TA
4,15,47,TA
2,40,169,GA
3,21,97,GA
5,23,86,TA
3,36,143,TA
1,38,149,TA
1,2,0,TA
2,26,92,GA
3,40,137,TA
3,33,138,TA
2,2,1,TA
3,32,134,TA
3,16,49,GA
1,20,66,TA
2,13,39,TA
2,26,113,GA
2,34,130,GA
4,24,82,TA
3,26,70,GA
1,12,28,TA
2,26,93,GA
5,28,94,TA
5,9,12,TA
3,12,37,TA
1,20,62,TA
4,13,37,TA
3,12,18,GA
5,32,107,TA
1,14,45,TA
3,30,136,GA
5,10,15,TA
3,39,152,GA
3,21,66,TA
4,12,29,TA
5,23,74,TA
4,38,151,TA
4,11,27,GA
5,13,35,TA
1,32,131,TA
4,21,66,TA
2,26,112,GA
3,10,28,GA
4,7,13,TA
2,5,5,TA
4,40,141,TA
4,37,122,TA
4,6,14,TA
5,6,8,TA
2,21,97,GA
3,32,154,GA
3,18,43,GA
1,11,43,TA
4,37,149,TA
4,15,54,TA
2,16,46,TA
5,33,165,TA
3,19,52,TA
3,7,13,TA
5,31,128,TA
5,6,8,TA
5,7,10,TA
4,10,19,TA
2,7,3,GA
4,12,22,TA
2,6,6,GA
4,8,18,TA
4,1,0,TA
3,8,19,TA
5,17,52,TA
3,18,67,GA
3,31,109,TA
4,36,153,TA
4,7,7,TA
5,6,10,TA
2,2,1,TA
1,38,164,TA
3,9,11,GA
2,16,34,GA
2,31,96,TA
1,27,92,TA
4,34,135,TA
3,20,54,GA
2,30,94,TA
1,21,55,TA
5,21,78,TA
2,16,48,GA
3,35,142,TA
2,33,105,GA
4,18,58,TA
1,32,112,TA
3,9,22,TA
2,4,4,TA
2,6,9,GA
4,20,73,TA
4,10,16,GA
3,3,2,TA
1,15,49,TA
2,4,1,GA
2,12,29,GA
1,8,16,TA
1,11,26,TA
5,15,44,TA
4,30,104,TA
1,23,98,TA
2,30,112,TA
3,31,107,GA
5,5,6,TA
3,4,0,GA
2,17,43,TA
5,22,71,TA
2,15,43,GA
4,28,109,TA
1,24,98,TA
2,30,148,GA
3,39,141,GA
3,19,52,TA
4,37,147,GA
2,31,123,GA
1,14,34,TA
4,22,75,TA
4,24,84,TA
5,3,0,TA
3,1,0,TA
5,13,43,TA
5,2,0,TA
4,9,21,TA
5,12,32,TA
2,15,54,GA
3,40,194,TA
4,6,8,TA
5,1,0,TA
3,7,8,TA
4,4,1,TA
1,39,163,TA
5,22,60,TA
3,25,112,GA
3,27,114,GA
5,34,119,TA
1,24,71,TA
5,37,162,TA
1,25,86,TA
5,13,28,TA
3,35,124,TA
1,2,1,TA
3,34,141,GA
4,20,54,TA
5,6,6,TA
1,34,128,TA
1,30,123,TA
5,30,109,TA
3,23,74,TA
1,3,1,TA
3,19,61,TA
1,35,125,TA
4,10,27,TA
5,14,43,TA
4,19,67,TA
4,33,127,TA
2,38,121,GA
1,12,31,TA
4,35,150,TA
